Longitude,Latitude,Height,Host_Longitude,Host_Latitude,Sensor,Frame,Time
28.62170503159231,0.0,0.0,0,0,Lidar1,0,0.0
21.450999385067885,0.0,-2.220446049250313e-16,0,0,Lidar2,0,0.0
17.145078454142,0.0,4.440892098500626e-16,0,0,Lidar3,0,0.0
14.271546681333897,0.0,0.0,0,0,Lidar4,0,0.0
12.216519641961906,0.0,-2.220446049250313e-16,0,0,Lidar5,0,0.0
10.673054583576338,0.0,0.0,0,0,Lidar1,0,0.0
9.470627272012553,0.0,0.0,0,0,Lidar1,0,0.0
8.506922729426567,0.0,0.0,0,0,Lidar1,0,0.0
7.716831023955466,0.0,0.0,0,0,Lidar1,0,0.0
7.05694516421769,0.0,-2.220446049250313e-16,0,0,Lidar1,0,0.0
6.497213811426238,0.0,2.220446049250313e-16,0,0,Lidar1,0,0.0
6.0161714003037705,0.0,2.220446049250313e-16,0,0,Lidar1,0,0.0
5.598076211353313,0.0,2.220446049250313e-16,0,0,Lidar1,0,0.0
5.231121665761366,0.0,-2.220446049250313e-16,0,0,Lidar1,0,0.0
4.9062789277262135,0.0,0.0,0,0,Lidar1,0,0.0
4.616525305762882,0.0,-2.220446049250313e-16,0,0,Lidar1,0,0.0
4.356316316513738,0.0,-2.220446049250313e-16,0,0,Lidar1,0,0.0
28.617345807283655,0.4995176291393915,0.0,0,0,Lidar1,0,0.0
21.447732293961288,0.3743715597541234,-2.220446049250313e-16,0,0,Lidar1,0,0.0
17.142467175649383,0.29922287758079863,4.440892098500626e-16,0,0,Lidar1,0,0.0
14.269373055648542,0.24907283317130385,0.0,0,0,Lidar1,0,0.0
12.214659006848393,0.21320766604057642,-2.220446049250313e-16,0,0,Lidar1,0,0.0
10.671429025667159,0.18627048651988598,0.0,0,0,Lidar1,0,0.0
9.469184849607014,0.1652852363671847,0.0,0,0,Lidar1,0,0.0
8.50562708389067,0.14846627300451762,2.220446049250313e-16,0,0,Lidar1,0,0.0
7.7156557132132075,0.13467727143790947,0.0,0,0,Lidar1,0,0.0
7.055870357288098,0.12316067521154955,-2.220446049250313e-16,0,0,Lidar1,0,0.0
6.496224254292796,0.11339201614694261,2.220446049250313e-16,0,0,Lidar1,0,0.0
6.015255108259524,0.10499666847446248,2.220446049250313e-16,0,0,Lidar1,0,0.0
5.597223597231433,0.09769990130742626,2.220446049250313e-16,0,0,Lidar1,0,0.0
5.230324940594165,0.09129566143374693,-2.220446049250313e-16,0,0,Lidar1,0,0.0
4.905531677681425,0.08562637394135741,0.0,0,0,Lidar1,0,0.0
4.615822186598172,0.08056947596417835,-2.220446049250313e-16,0,0,Lidar1,0,0.0
4.355652828438441,0.07602820292516756,0.0,0,0,Lidar1,0,0.0
28.60426946221965,0.998883100370011,0.0,0,0,Lidar1,0,0.0
21.437932015829105,0.748629082304527,-2.220446049250313e-16,0,0,Lidar1,0,0.0
17.13463413559225,0.598354608974449,4.440892098500626e-16,0,0,Lidar1,0,0.0
14.262852840699914,0.49806979634480103,0.0,0,0,Lidar1,0,0.0
12.209077668275336,0.4263503869606878,-2.220446049250313e-16,0,0,Lidar1,0,0.0
10.666552847100307,0.37248423324513524,0.0,0,0,Lidar1,0,0.0
9.46485802176623,0.3305201252502179,0.0,0,0,Lidar1,0,0.0
8.50174054194916,0.296887321744053,0.0,0,0,Lidar1,0,0.0
7.712130138997469,0.26931351887429095,0.0,0,0,Lidar1,0,0.0
7.052646263895926,0.24628383448834543,-2.220446049250313e-16,0,0,Lidar1,0,0.0
6.49325588432116,0.22674949198731376,2.220446049250313e-16,0,0,Lidar1,0,0.0
6.012506511238216,0.20996135394658208,2.220446049250313e-16,0,0,Lidar1,0,0.0
5.594666014580314,0.19537004227847407,2.220446049250313e-16,0,0,Lidar1,0,0.0
5.2279350077827615,0.18256351332462017,-2.220446049250313e-16,0,0,Lidar1,0,0.0
4.903290155166663,0.17122666525973096,0.0,0,0,Lidar1,0,0.0
4.613713043280951,0.161114409685484,-2.220446049250313e-16,0,0,Lidar1,0,0.0
4.353662566317445,0.15203324692322234,0.0,0,0,Lidar1,0,0.0
28.58247997958167,1.4979443021318604,0.0,0,0,Lidar1,0,0.0
21.42160153593099,1.1226585651843277,-2.220446049250313e-16,0,0,Lidar1,0,0.0
17.121581719990495,0.8973040757578148,2.220446049250313e-16,0,0,Lidar1,0,0.0
14.251988022608652,0.746915042633421,0.0,0,0,Lidar1,0,0.0
12.19977732637253,0.639363237422782,-2.220446049250313e-16,0,0,Lidar1,0,0.0
10.658427533207009,0.5585845176646022,0.0,0,0,Lidar1,0,0.0
9.457648106483875,0.4956543345012795,0.0,0,0,Lidar1,0,0.0
8.495264287480362,0.44521793572937307,0.0,0,0,Lidar1,0,0.0
7.706255375232308,0.40386773080392463,0.0,0,0,Lidar1,0,0.0
7.047273866131251,0.36933197332335105,-2.220446049250313e-16,0,0,Lidar1,0,0.0
6.488309605705576,0.3400378977358539,2.220446049250313e-16,0,0,Lidar1,0,0.0
6.007926446489128,0.3148620831563483,0.0,0,0,Lidar1,0,0.0
5.590404242464406,0.29298067164205177,2.220446049250313e-16,0,0,Lidar1,0,0.0
5.223952595323845,0.2737757546008023,-2.220446049250313e-16,0,0,Lidar1,0,0.0
4.899555042971397,0.25677479927715646,0.0,0,0,Lidar1,0,0.0
4.610198518276704,0.2416102663968491,-2.220446049250313e-16,0,0,Lidar1,0,0.0
4.350346136403873,0.22799198012148522,-2.220446049250313e-16,0,0,Lidar1,0,0.0
28.551983996657214,1.996549215548368,0.0,0,0,Lidar1,0,0.0
21.398745828689314,1.496346075389736,-2.220446049250313e-16,0,0,Lidar1,0,0.0
